Firma_ID,Kullandıkları_Paket,Kayıt_Tarihi,Aylık_İçerik_Sayısı,Aylık_Gelir_TL,Churn_Durumu,Müşteri_Memnuniyeti_Skoru,Tahmini_API_Maliyeti_TL,Brüt_Kar_TL
CF-2071,Profesyonel,2025-02-18,61,1500,0,9,213.5,1286.5
CF-2072,Başlangıç,2024-11-28,25,650,0,5,87.5,562.5
CF-2073,Başlangıç,2025-12-22,87,650,0,8,304.5,345.5
CF-2074,Başlangıç,2024-11-19,51,650,1,2,178.5,471.5
CF-2075,Profesyonel,2024-10-26,56,1500,0,6,196.0,1304.0
CF-2076,Profesyonel,2025-03-06,18,1500,0,7,63.0,1437.0
CF-2077,Profesyonel,2024-04-19,14,1500,1,4,49.0,1451.0
CF-2078,Başlangıç,2025-09-22,13,650,0,9,45.5,604.5
CF-2079,Profesyonel,2024-12-08,38,1500,0,6,133.0,1367.0
CF-2080,Profesyonel,2025-04-30,97,1500,0,7,339.5,1160.5
CF-2081,Başlangıç,2025-09-13,74,650,0,2,259.0,391.0
CF-2082,Başlangıç,2025-07-14,45,650,0,1,157.5,492.5
CF-2083,Profesyonel,2024-10-28,33,1500,0,5,115.5,1384.5
CF-2084,Sınırsız,2025-07-19,93,4500,0,4,325.5,4174.5
CF-2085,Profesyonel,2025-12-24,11,1500,0,5,38.5,1461.5
CF-2086,Başlangıç,2025-01-21,90,650,0,2,315.0,335.0
CF-2087,Başlangıç,2024-03-14,41,650,0,4,143.5,506.5
CF-2088,Başlangıç,2024-03-10,67,650,0,7,234.5,415.5
CF-2089,Başlangıç,2025-05-10,56,650,0,8,196.0,454.0
CF-2090,Profesyonel,2025-07-25,40,1500,0,8,140.0,1360.0
CF-2091,Başlangıç,2025-11-22,36,650,0,6,126.0,524.0
CF-2092,Başlangıç,2024-03-05,9,650,1,4,31.5,618.5
CF-2093,Başlangıç,2024-08-06,65,650,0,8,227.5,422.5
CF-2094,Profesyonel,2024-08-05,9,1500,0,6,31.5,1468.5
CF-2095,Başlangıç,2024-06-17,20,650,0,3,70.0,580.0
CF-2096,Profesyonel,2025-04-17,3,1500,0,6,10.5,1489.5
CF-2097,Başlangıç,2025-11-05,38,650,0,7,133.0,517.0
CF-2098,Sınırsız,2024-03-19,59,4500,1,7,206.5,4293.5
CF-2099,Başlangıç,2024-12-21,57,650,0,5,199.5,450.5
CF-2100,Başlangıç,2024-08-22,70,650,0,8,245.0,405.0
CF-2101,Sınırsız,2024-05-18,6,4500,0,2,21.0,4479.0
CF-2102,Profesyonel,2025-03-31,43,1500,0,9,150.5,1349.5
CF-2103,Başlangıç,2025-10-03,32,650,0,5,112.0,538.0
CF-2104,Başlangıç,2024-01-27,49,650,1,1,171.5,478.5
CF-2105,Başlangıç,2024-04-23,97,650,0,1,339.5,310.5
CF-2106,Sınırsız,2025-05-09,84,4500,0,2,294.0,4206.0
CF-2107,Başlangıç,2025-09-30,54,650,0,7,189.0,461.0
CF-2108,Başlangıç,2024-07-30,1,650,0,2,3.5,646.5
CF-2109,Başlangıç,2025-09-22,67,650,0,7,234.5,415.5
CF-2110,Başlangıç,2024-10-23,89,650,0,6,311.5,338.5
CF-2111,Başlangıç,2025-12-22,70,650,0,8,245.0,405.0
CF-2112,Başlangıç,2024-11-24,77,650,0,2,269.5,380.5
CF-2113,Profesyonel,2025-11-03,1,1500,0,2,3.5,1496.5
CF-2114,Başlangıç,2025-03-31,51,650,0,5,178.5,471.5
CF-2115,Başlangıç,2024-01-30,8,650,1,7,28.0,622.0
CF-2116,Başlangıç,2024-12-30,63,650,0,3,220.5,429.5
CF-2117,Başlangıç,2025-06-14,37,650,0,9,129.5,520.5
CF-2118,Profesyonel,2025-09-04,81,1500,0,4,283.5,1216.5
CF-2119,Başlangıç,2025-09-18,33,650,0,9,115.5,534.5
CF-2120,Profesyonel,2024-02-01,99,1500,1,6,346.5,1153.5
CF-2121,Başlangıç,2024-07-02,92,650,0,1,322.0,328.0
CF-2122,Profesyonel,2024-11-14,14,1500,1,8,49.0,1451.0
CF-2123,Başlangıç,2024-09-03,2,650,0,1,7.0,643.0
CF-2124,Sınırsız,2025-08-07,59,4500,0,9,206.5,4293.5
CF-2125,Profesyonel,2025-11-29,70,1500,0,3,245.0,1255.0
CF-2126,Sınırsız,2024-03-28,21,4500,0,9,73.5,4426.5
CF-2127,Başlangıç,2025-10-20,4,650,0,3,14.0,636.0
CF-2128,Sınırsız,2024-01-07,41,4500,0,8,143.5,4356.5
CF-2129,Sınırsız,2024-11-17,74,4500,0,4,259.0,4241.0
CF-2130,Profesyonel,2024-08-03,96,1500,0,2,336.0,1164.0
CF-2131,Başlangıç,2024-03-14,63,650,0,1,220.5,429.5
CF-2132,Başlangıç,2025-08-20,94,650,0,1,329.0,321.0
CF-2133,Başlangıç,2025-09-08,16,650,0,4,56.0,594.0
CF-2134,Profesyonel,2024-02-12,91,1500,0,2,318.5,1181.5
CF-2135,Başlangıç,2025-08-04,66,650,0,6,231.0,419.0
CF-2136,Başlangıç,2024-04-19,62,650,0,7,217.0,433.0
CF-2137,Başlangıç,2025-12-18,65,650,0,2,227.5,422.5
CF-2138,Başlangıç,2024-10-24,5,650,0,2,17.5,632.5
CF-2139,Başlangıç,2024-07-21,4,650,0,9,14.0,636.0
CF-2140,Sınırsız,2025-04-26,45,4500,0,2,157.5,4342.5
CF-2141,Başlangıç,2025-01-17,46,650,0,2,161.0,489.0
CF-2142,Başlangıç,2024-10-05,85,650,1,8,297.5,352.5
CF-2143,Başlangıç,2024-12-01,76,650,0,2,266.0,384.0
CF-2144,Profesyonel,2024-04-03,90,1500,0,1,315.0,1185.0
CF-2145,Başlangıç,2025-11-28,82,650,1,1,287.0,363.0
CF-2146,Başlangıç,2025-11-16,71,650,0,3,248.5,401.5
CF-2147,Başlangıç,2025-12-12,56,650,0,3,196.0,454.0
CF-2148,Profesyonel,2024-05-03,52,1500,0,9,182.0,1318.0
CF-2149,Profesyonel,2024-04-23,70,1500,0,4,245.0,1255.0
CF-2150,Başlangıç,2024-03-11,94,650,0,2,329.0,321.0
CF-2151,Profesyonel,2025-09-16,23,1500,0,1,80.5,1419.5
CF-2152,Başlangıç,2024-05-11,82,650,0,2,287.0,363.0
CF-2153,Başlangıç,2025-01-08,2,650,0,5,7.0,643.0
CF-2154,Profesyonel,2024-10-13,69,1500,0,6,241.5,1258.5
CF-2155,Başlangıç,2025-04-27,70,650,0,9,245.0,405.0
CF-2156,Başlangıç,2025-02-05,22,650,0,2,77.0,573.0
CF-2157,Profesyonel,2024-12-03,1,1500,0,9,3.5,1496.5
CF-2158,Başlangıç,2024-02-18,74,650,0,7,259.0,391.0
CF-2159,Başlangıç,2024-11-22,42,650,0,8,147.0,503.0
CF-2160,Başlangıç,2025-11-13,54,650,1,7,189.0,461.0
CF-2161,Başlangıç,2025-11-14,72,650,0,3,252.0,398.0
CF-2162,Başlangıç,2024-10-13,1,650,0,7,3.5,646.5
CF-2163,Başlangıç,2025-12-17,65,650,0,9,227.5,422.5
CF-2164,Başlangıç,2024-03-02,38,650,0,3,133.0,517.0
CF-2165,Başlangıç,2024-05-21,86,650,1,5,301.0,349.0
CF-2166,Profesyonel,2024-08-16,81,1500,0,5,283.5,1216.5
CF-2167,Profesyonel,2024-11-09,87,1500,0,8,304.5,1195.5
CF-2168,Sınırsız,2025-05-21,55,4500,0,6,192.5,4307.5
CF-2169,Profesyonel,2025-05-17,55,1500,1,7,192.5,1307.5
CF-2170,Başlangıç,2024-05-04,89,650,0,7,311.5,338.5
CF-2171,Profesyonel,2025-09-26,37,1500,0,2,129.5,1370.5
CF-2172,Başlangıç,2025-09-04,89,650,0,9,311.5,338.5
CF-2173,Profesyonel,2024-01-28,2,1500,1,5,7.0,1493.0
CF-2174,Profesyonel,2024-05-23,54,1500,0,8,189.0,1311.0
CF-2175,Başlangıç,2025-08-22,16,650,1,8,56.0,594.0
CF-2176,Başlangıç,2025-01-02,63,650,0,9,220.5,429.5
CF-2177,Profesyonel,2025-08-13,72,1500,0,2,252.0,1248.0
CF-2178,Başlangıç,2025-01-11,83,650,0,4,290.5,359.5
CF-2179,Sınırsız,2024-03-19,19,4500,0,2,66.5,4433.5
CF-2180,Başlangıç,2024-11-17,72,650,0,1,252.0,398.0
CF-2181,Profesyonel,2025-05-22,1,1500,0,2,3.5,1496.5
CF-2182,Sınırsız,2024-08-14,88,4500,0,9,308.0,4192.0
CF-2183,Başlangıç,2025-10-23,55,650,0,2,192.5,457.5
CF-2184,Başlangıç,2025-04-22,74,650,0,5,259.0,391.0
CF-2185,Sınırsız,2025-05-30,11,4500,1,8,38.5,4461.5
CF-2186,Başlangıç,2025-05-18,3,650,0,8,10.5,639.5
CF-2187,Sınırsız,2025-02-04,79,4500,0,8,276.5,4223.5
CF-2188,Profesyonel,2025-06-27,81,1500,0,9,283.5,1216.5
CF-2189,Profesyonel,2025-07-17,9,1500,0,6,31.5,1468.5
CF-2190,Profesyonel,2025-07-30,9,1500,1,5,31.5,1468.5
CF-2191,Profesyonel,2025-09-09,71,1500,1,2,248.5,1251.5
CF-2192,Başlangıç,2024-09-24,68,650,0,7,238.0,412.0
CF-2193,Başlangıç,2024-02-18,84,650,1,9,294.0,356.0
CF-2194,Profesyonel,2025-06-21,90,1500,0,7,315.0,1185.0
CF-2195,Sınırsız,2025-08-12,42,4500,0,5,147.0,4353.0
CF-2196,Başlangıç,2025-06-14,72,650,1,1,252.0,398.0
CF-2197,Başlangıç,2024-02-02,94,650,0,3,329.0,321.0
CF-2198,Başlangıç,2024-12-12,32,650,1,4,112.0,538.0
CF-2199,Sınırsız,2025-01-01,24,4500,1,5,84.0,4416.0
CF-2200,Profesyonel,2024-12-31,20,1500,0,8,70.0,1430.0
CF-2201,Başlangıç,2025-07-02,67,650,0,4,234.5,415.5
CF-2202,Başlangıç,2024-08-19,36,650,0,2,126.0,524.0
CF-2203,Sınırsız,2025-08-31,55,4500,0,3,192.5,4307.5
CF-2204,Başlangıç,2025-07-17,75,650,0,9,262.5,387.5
CF-2205,Profesyonel,2025-08-16,88,1500,0,6,308.0,1192.0
CF-2206,Profesyonel,2024-01-27,66,1500,0,2,231.0,1269.0
CF-2207,Başlangıç,2025-07-28,59,650,1,1,206.5,443.5
CF-2208,Profesyonel,2024-10-29,57,1500,1,7,199.5,1300.5
CF-2209,Başlangıç,2024-07-09,56,650,1,1,196.0,454.0
CF-2210,Başlangıç,2024-03-09,94,650,0,3,329.0,321.0
CF-2211,Başlangıç,2025-06-25,23,650,0,5,80.5,569.5
CF-2212,Profesyonel,2025-12-04,17,1500,1,3,59.5,1440.5
CF-2213,Başlangıç,2025-08-28,6,650,0,6,21.0,629.0
CF-2214,Profesyonel,2024-09-19,28,1500,0,1,98.0,1402.0
CF-2215,Başlangıç,2025-08-06,55,650,0,8,192.5,457.5
CF-2216,Başlangıç,2025-01-29,24,650,0,3,84.0,566.0
CF-2217,Başlangıç,2025-09-07,89,650,0,2,311.5,338.5
CF-2218,Başlangıç,2024-09-25,77,650,0,2,269.5,380.5
CF-2219,Profesyonel,2025-04-29,91,1500,0,6,318.5,1181.5
CF-2220,Başlangıç,2024-11-11,91,650,0,7,318.5,331.5
CF-2221,Başlangıç,2024-09-10,7,650,0,9,24.5,625.5
CF-2222,Başlangıç,2025-08-28,26,650,0,6,91.0,559.0
CF-2223,Başlangıç,2024-06-24,24,650,0,3,84.0,566.0
CF-2224,Başlangıç,2024-06-09,56,650,0,3,196.0,454.0
CF-2225,Profesyonel,2024-01-04,40,1500,1,3,140.0,1360.0
CF-2226,Sınırsız,2024-08-08,75,4500,0,4,262.5,4237.5
CF-2227,Profesyonel,2024-12-28,15,1500,0,6,52.5,1447.5
CF-2228,Başlangıç,2025-05-11,6,650,0,4,21.0,629.0
CF-2229,Başlangıç,2025-02-20,90,650,0,4,315.0,335.0
CF-2230,Başlangıç,2025-10-25,56,650,1,8,196.0,454.0
CF-2231,Sınırsız,2025-03-23,51,4500,0,8,178.5,4321.5
CF-2232,Başlangıç,2025-04-11,13,650,0,7,45.5,604.5
CF-2233,Başlangıç,2024-05-05,81,650,1,6,283.5,366.5
CF-2234,Başlangıç,2024-03-29,95,650,0,4,332.5,317.5
CF-2235,Başlangıç,2024-05-15,98,650,0,4,343.0,307.0
CF-2236,Başlangıç,2025-01-25,10,650,0,6,35.0,615.0
CF-2237,Başlangıç,2025-02-15,44,650,0,2,154.0,496.0
CF-2238,Sınırsız,2025-10-21,32,4500,0,3,112.0,4388.0
CF-2239,Profesyonel,2025-09-11,11,1500,0,5,38.5,1461.5
CF-2240,Sınırsız,2024-07-02,51,4500,1,5,178.5,4321.5
CF-2241,Başlangıç,2025-09-25,36,650,1,2,126.0,524.0
CF-2242,Başlangıç,2024-02-20,5,650,1,3,17.5,632.5
CF-2243,Başlangıç,2025-06-30,96,650,0,3,336.0,314.0
CF-2244,Başlangıç,2024-07-07,82,650,0,4,287.0,363.0
CF-2245,Profesyonel,2025-05-02,84,1500,0,2,294.0,1206.0
CF-2246,Başlangıç,2025-06-05,92,650,0,8,322.0,328.0
CF-2247,Sınırsız,2024-03-10,28,4500,0,6,98.0,4402.0
CF-2248,Başlangıç,2025-03-19,73,650,1,8,255.5,394.5
CF-2249,Başlangıç,2025-04-18,34,650,0,4,119.0,531.0
CF-2250,Profesyonel,2024-09-25,80,1500,0,5,280.0,1220.0
CF-2251,Başlangıç,2025-04-23,7,650,0,9,24.5,625.5
CF-2252,Profesyonel,2024-06-21,59,1500,0,3,206.5,1293.5
CF-2253,Başlangıç,2025-04-16,36,650,0,5,126.0,524.0
CF-2254,Sınırsız,2024-05-27,92,4500,0,8,322.0,4178.0
CF-2255,Başlangıç,2025-09-22,46,650,1,6,161.0,489.0
CF-2256,Başlangıç,2025-09-04,39,650,0,2,136.5,513.5
CF-2257,Başlangıç,2025-10-02,42,650,1,1,147.0,503.0
CF-2258,Başlangıç,2024-07-17,40,650,0,5,140.0,510.0
CF-2259,Başlangıç,2025-01-22,76,650,0,8,266.0,384.0
CF-2260,Profesyonel,2024-09-15,49,1500,0,2,171.5,1328.5
CF-2261,Başlangıç,2025-06-08,39,650,0,8,136.5,513.5
CF-2262,Sınırsız,2025-08-08,36,4500,0,3,126.0,4374.0
CF-2263,Profesyonel,2024-03-03,49,1500,0,4,171.5,1328.5
CF-2264,Başlangıç,2024-01-29,27,650,0,4,94.5,555.5
CF-2265,Başlangıç,2025-01-14,95,650,0,5,332.5,317.5
CF-2266,Profesyonel,2024-09-04,17,1500,0,5,59.5,1440.5
CF-2267,Profesyonel,2024-11-07,85,1500,0,8,297.5,1202.5
CF-2268,Sınırsız,2025-05-20,67,4500,0,2,234.5,4265.5
CF-2269,Profesyonel,2025-07-25,96,1500,0,9,336.0,1164.0
CF-2270,Profesyonel,2024-11-12,33,1500,0,1,115.5,1384.5
CF-2271,Başlangıç,2025-12-15,88,650,1,9,308.0,342.0
CF-2272,Başlangıç,2025-02-10,55,650,0,1,192.5,457.5
CF-2273,Başlangıç,2025-11-15,54,650,0,4,189.0,461.0
CF-2274,Başlangıç,2024-03-22,7,650,0,5,24.5,625.5
CF-2275,Başlangıç,2024-10-20,95,650,0,7,332.5,317.5
CF-2276,Başlangıç,2025-01-19,62,650,1,3,217.0,433.0
CF-2277,Başlangıç,2025-08-31,38,650,0,1,133.0,517.0
CF-2278,Başlangıç,2024-04-30,50,650,1,8,175.0,475.0
CF-2279,Başlangıç,2024-11-10,21,650,0,4,73.5,576.5
CF-2280,Sınırsız,2024-05-23,76,4500,0,2,266.0,4234.0
CF-2281,Profesyonel,2025-10-12,60,1500,1,9,210.0,1290.0
CF-2282,Sınırsız,2024-01-07,78,4500,1,8,273.0,4227.0
CF-2283,Profesyonel,2024-02-07,35,1500,0,4,122.5,1377.5
CF-2284,Profesyonel,2024-05-30,50,1500,0,1,175.0,1325.0
CF-2285,Başlangıç,2025-11-16,34,650,0,8,119.0,531.0
CF-2286,Başlangıç,2024-01-16,73,650,1,3,255.5,394.5
CF-2287,Profesyonel,2024-02-25,93,1500,0,1,325.5,1174.5
CF-2288,Başlangıç,2024-08-23,8,650,0,9,28.0,622.0
CF-2289,Başlangıç,2024-01-15,54,650,0,8,189.0,461.0
CF-2290,Profesyonel,2024-02-01,56,1500,0,5,196.0,1304.0
CF-2291,Başlangıç,2025-09-10,81,650,1,3,283.5,366.5
CF-2292,Sınırsız,2024-05-14,10,4500,0,5,35.0,4465.0
CF-2293,Başlangıç,2024-07-12,72,650,0,9,252.0,398.0
CF-2294,Profesyonel,2025-07-29,4,1500,0,8,14.0,1486.0
CF-2295,Profesyonel,2025-04-22,54,1500,0,1,189.0,1311.0
CF-2296,Başlangıç,2025-12-03,72,650,0,3,252.0,398.0
CF-2297,Başlangıç,2024-04-06,56,650,0,4,196.0,454.0
CF-2298,Başlangıç,2024-11-01,8,650,1,3,28.0,622.0
CF-2299,Başlangıç,2024-05-02,46,650,0,2,161.0,489.0
CF-2300,Sınırsız,2025-02-13,49,4500,0,6,171.5,4328.5
CF-2301,Profesyonel,2025-02-01,79,1500,0,7,276.5,1223.5
CF-2302,Profesyonel,2024-07-01,38,1500,0,7,133.0,1367.0
CF-2303,Sınırsız,2025-12-08,60,4500,1,2,210.0,4290.0
CF-2304,Başlangıç,2024-10-30,56,650,0,1,196.0,454.0
CF-2305,Başlangıç,2024-12-26,40,650,0,4,140.0,510.0
CF-2306,Başlangıç,2024-12-30,94,650,0,8,329.0,321.0
CF-2307,Sınırsız,2025-09-28,33,4500,1,2,115.5,4384.5
CF-2308,Başlangıç,2025-05-12,32,650,0,2,112.0,538.0
CF-2309,Başlangıç,2025-02-15,55,650,0,2,192.5,457.5
CF-2310,Başlangıç,2024-07-18,23,650,0,3,80.5,569.5
CF-2311,Profesyonel,2024-07-22,56,1500,0,3,196.0,1304.0
CF-2312,Başlangıç,2024-05-14,83,650,0,7,290.5,359.5
CF-2313,Profesyonel,2025-03-27,10,1500,0,9,35.0,1465.0
CF-2314,Profesyonel,2024-07-17,3,1500,0,5,10.5,1489.5
CF-2315,Başlangıç,2024-10-06,87,650,1,2,304.5,345.5
CF-2316,Profesyonel,2025-03-28,66,1500,0,9,231.0,1269.0
CF-2317,Başlangıç,2024-01-06,72,650,0,3,252.0,398.0
CF-2318,Başlangıç,2024-11-17,48,650,0,1,168.0,482.0
CF-2319,Başlangıç,2025-01-08,1,650,0,3,3.5,646.5
CF-2320,Başlangıç,2025-03-06,96,650,1,4,336.0,314.0
CF-2321,Başlangıç,2024-05-19,56,650,0,4,196.0,454.0
CF-2322,Başlangıç,2025-11-22,83,650,0,2,290.5,359.5
CF-2323,Başlangıç,2024-04-29,19,650,0,1,66.5,583.5
CF-2324,Başlangıç,2024-09-28,47,650,0,3,164.5,485.5
CF-2325,Sınırsız,2024-03-29,42,4500,1,6,147.0,4353.0
CF-2326,Başlangıç,2025-11-02,65,650,0,5,227.5,422.5
CF-2327,Başlangıç,2025-04-07,12,650,0,8,42.0,608.0
CF-2328,Sınırsız,2025-03-29,23,4500,0,3,80.5,4419.5
CF-2329,Başlangıç,2024-05-26,36,650,0,5,126.0,524.0
CF-2330,Başlangıç,2025-10-07,80,650,0,3,280.0,370.0
CF-2331,Profesyonel,2024-05-13,55,1500,1,1,192.5,1307.5
CF-2332,Sınırsız,2025-03-29,80,4500,1,1,280.0,4220.0
CF-2333,Profesyonel,2025-05-29,10,1500,1,8,35.0,1465.0
CF-2334,Başlangıç,2025-06-30,2,650,0,8,7.0,643.0
CF-2335,Başlangıç,2024-05-07,47,650,0,3,164.5,485.5
CF-2336,Başlangıç,2025-10-27,89,650,1,8,311.5,338.5
CF-2337,Profesyonel,2024-03-12,64,1500,0,9,224.0,1276.0
CF-2338,Profesyonel,2025-06-16,82,1500,0,6,287.0,1213.0
CF-2339,Sınırsız,2024-08-05,39,4500,0,9,136.5,4363.5
CF-2340,Başlangıç,2025-03-12,42,650,0,2,147.0,503.0
CF-2341,Başlangıç,2025-07-30,66,650,0,2,231.0,419.0
CF-2342,Sınırsız,2024-09-25,40,4500,0,5,140.0,4360.0
CF-2343,Profesyonel,2025-06-03,86,1500,0,9,301.0,1199.0
CF-2344,Başlangıç,2025-08-07,44,650,0,8,154.0,496.0
CF-2345,Profesyonel,2024-10-02,26,1500,0,2,91.0,1409.0
CF-2346,Profesyonel,2024-09-20,98,1500,0,8,343.0,1157.0
CF-2347,Başlangıç,2025-06-03,47,650,0,9,164.5,485.5
CF-2348,Başlangıç,2024-10-16,77,650,0,2,269.5,380.5
CF-2349,Profesyonel,2025-08-28,13,1500,0,9,45.5,1454.5
CF-2350,Başlangıç,2024-06-11,13,650,0,7,45.5,604.5
CF-2351,Sınırsız,2025-11-10,68,4500,1,5,238.0,4262.0
CF-2352,Başlangıç,2024-01-14,62,650,0,4,217.0,433.0
CF-2353,Başlangıç,2025-03-02,1,650,0,1,3.5,646.5
CF-2354,Başlangıç,2024-05-31,74,650,0,3,259.0,391.0
CF-2355,Profesyonel,2025-02-02,20,1500,0,9,70.0,1430.0
CF-2356,Sınırsız,2025-11-02,19,4500,0,7,66.5,4433.5
CF-2357,Sınırsız,2024-02-03,28,4500,0,8,98.0,4402.0
CF-2358,Sınırsız,2025-06-18,45,4500,1,1,157.5,4342.5
CF-2359,Profesyonel,2025-02-02,62,1500,0,1,217.0,1283.0
CF-2360,Başlangıç,2025-01-14,11,650,0,4,38.5,611.5
CF-2361,Başlangıç,2024-04-27,1,650,0,3,3.5,646.5
CF-2362,Başlangıç,2025-04-27,60,650,0,5,210.0,440.0
CF-2363,Başlangıç,2025-09-08,11,650,0,4,38.5,611.5
CF-2364,Sınırsız,2025-11-27,6,4500,0,9,21.0,4479.0
CF-2365,Profesyonel,2024-01-25,58,1500,0,2,203.0,1297.0
CF-2366,Başlangıç,2025-04-18,85,650,0,8,297.5,352.5
CF-2367,Sınırsız,2025-06-09,1,4500,0,3,3.5,4496.5
CF-2368,Başlangıç,2025-05-27,32,650,1,5,112.0,538.0
CF-2369,Sınırsız,2024-07-17,92,4500,0,9,322.0,4178.0
CF-2370,Başlangıç,2024-08-02,11,650,0,8,38.5,611.5
CF-2371,Profesyonel,2024-01-31,11,1500,0,8,38.5,1461.5
CF-2372,Sınırsız,2024-06-18,79,4500,0,9,276.5,4223.5
CF-2373,Profesyonel,2025-09-22,22,1500,1,8,77.0,1423.0
CF-2374,Başlangıç,2024-09-09,24,650,0,4,84.0,566.0
CF-2375,Başlangıç,2024-06-10,46,650,0,3,161.0,489.0
CF-2376,Başlangıç,2024-10-09,16,650,1,3,56.0,594.0
CF-2377,Başlangıç,2024-01-01,55,650,1,2,192.5,457.5
CF-2378,Başlangıç,2025-05-14,45,650,0,4,157.5,492.5
CF-2379,Başlangıç,2024-11-15,81,650,0,5,283.5,366.5
CF-2380,Sınırsız,2025-11-11,94,4500,0,2,329.0,4171.0
CF-2381,Başlangıç,2025-07-01,73,650,0,3,255.5,394.5
CF-2382,Başlangıç,2024-06-07,15,650,0,4,52.5,597.5
CF-2383,Profesyonel,2025-06-30,49,1500,1,7,171.5,1328.5
CF-2384,Profesyonel,2024-07-01,87,1500,0,5,304.5,1195.5
CF-2385,Profesyonel,2025-10-15,60,1500,0,2,210.0,1290.0
CF-2386,Başlangıç,2025-03-21,87,650,0,1,304.5,345.5
CF-2387,Profesyonel,2025-08-03,98,1500,1,8,343.0,1157.0
CF-2388,Başlangıç,2025-03-10,10,650,0,8,35.0,615.0
CF-2389,Sınırsız,2024-12-08,99,4500,0,1,346.5,4153.5
CF-2390,Başlangıç,2024-02-05,2,650,0,7,7.0,643.0
CF-2391,Profesyonel,2025-08-25,72,1500,0,2,252.0,1248.0
CF-2392,Başlangıç,2025-03-26,88,650,1,3,308.0,342.0
CF-2393,Profesyonel,2024-10-15,98,1500,1,8,343.0,1157.0
CF-2394,Profesyonel,2024-02-22,86,1500,0,1,301.0,1199.0
CF-2395,Sınırsız,2024-04-11,44,4500,0,6,154.0,4346.0
CF-2396,Başlangıç,2025-07-07,9,650,0,7,31.5,618.5
CF-2397,Başlangıç,2024-02-09,93,650,1,9,325.5,324.5
CF-2398,Başlangıç,2025-01-28,34,650,0,7,119.0,531.0
CF-2399,Profesyonel,2024-04-08,95,1500,0,3,332.5,1167.5
CF-2400,Başlangıç,2025-01-15,72,650,1,9,252.0,398.0
CF-2401,Başlangıç,2025-05-25,43,650,0,1,150.5,499.5
CF-2402,Başlangıç,2024-07-09,88,650,0,9,308.0,342.0
CF-2403,Sınırsız,2025-09-17,54,4500,0,5,189.0,4311.0
CF-2404,Başlangıç,2025-10-22,86,650,1,7,301.0,349.0
CF-2405,Profesyonel,2025-02-23,37,1500,0,1,129.5,1370.5
CF-2406,Başlangıç,2024-04-24,53,650,1,2,185.5,464.5
CF-2407,Sınırsız,2024-12-29,40,4500,1,2,140.0,4360.0
CF-2408,Başlangıç,2024-04-03,14,650,0,2,49.0,601.0
CF-2409,Profesyonel,2024-06-28,83,1500,0,5,290.5,1209.5
CF-2410,Sınırsız,2025-10-19,92,4500,0,9,322.0,4178.0
CF-2411,Profesyonel,2025-05-30,79,1500,0,7,276.5,1223.5
CF-2412,Profesyonel,2024-12-20,59,1500,0,9,206.5,1293.5
CF-2413,Profesyonel,2024-05-15,75,1500,0,5,262.5,1237.5
CF-2414,Başlangıç,2025-02-10,57,650,0,9,199.5,450.5
CF-2415,Sınırsız,2025-09-14,54,4500,0,1,189.0,4311.0
CF-2416,Profesyonel,2025-01-28,26,1500,0,4,91.0,1409.0
CF-2417,Başlangıç,2025-01-07,39,650,1,6,136.5,513.5
CF-2418,Profesyonel,2025-12-20,16,1500,1,4,56.0,1444.0
CF-2419,Profesyonel,2024-11-09,10,1500,0,7,35.0,1465.0
CF-2420,Sınırsız,2025-06-10,29,4500,1,5,101.5,4398.5
CF-2421,Sınırsız,2024-10-17,68,4500,0,4,238.0,4262.0
CF-2422,Profesyonel,2024-07-06,49,1500,0,1,171.5,1328.5
CF-2423,Başlangıç,2024-02-22,32,650,0,3,112.0,538.0
CF-2424,Profesyonel,2024-04-13,50,1500,0,2,175.0,1325.0
CF-2425,Sınırsız,2025-05-17,18,4500,1,3,63.0,4437.0
CF-2426,Başlangıç,2025-01-13,27,650,0,8,94.5,555.5
CF-2427,Başlangıç,2024-04-19,75,650,0,9,262.5,387.5
CF-2428,Başlangıç,2025-03-31,25,650,1,6,87.5,562.5
CF-2429,Sınırsız,2024-12-14,9,4500,0,8,31.5,4468.5
CF-2430,Profesyonel,2025-11-25,21,1500,1,6,73.5,1426.5
CF-2431,Sınırsız,2025-07-24,88,4500,1,9,308.0,4192.0
CF-2432,Profesyonel,2025-03-19,64,1500,0,8,224.0,1276.0
CF-2433,Profesyonel,2024-02-12,95,1500,0,5,332.5,1167.5
CF-2434,Başlangıç,2024-02-04,67,650,0,4,234.5,415.5
CF-2435,Profesyonel,2025-10-30,70,1500,0,5,245.0,1255.0
CF-2436,Profesyonel,2025-01-30,50,1500,0,4,175.0,1325.0
CF-2437,Sınırsız,2025-08-27,89,4500,1,6,311.5,4188.5
CF-2438,Başlangıç,2024-02-19,61,650,0,8,213.5,436.5
CF-2439,Profesyonel,2024-09-24,30,1500,0,4,105.0,1395.0
CF-2440,Profesyonel,2024-02-08,63,1500,0,9,220.5,1279.5
CF-2441,Sınırsız,2024-04-02,37,4500,0,8,129.5,4370.5
CF-2442,Başlangıç,2025-08-23,77,650,0,9,269.5,380.5
CF-2443,Başlangıç,2024-01-31,11,650,0,1,38.5,611.5
CF-2444,Başlangıç,2025-03-23,59,650,0,8,206.5,443.5
CF-2445,Başlangıç,2025-03-05,44,650,0,2,154.0,496.0
CF-2446,Başlangıç,2024-07-20,9,650,1,4,31.5,618.5
